"filename", "language", "HTML", "comment", "blank", "total"
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-select-value.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-slot-name.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-source-height-width.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-source-media.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-source-sizes.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-source-src.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-source-srcset.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-source-type.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-style-media.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-style-nonce.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-style-title.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-table-autofocus.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-td-colspan.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-td-headers.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-td-rowspan.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-cols.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-disabled.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-form.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-maxlength.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-minlength.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-name.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-placeholder.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-readonly.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-required.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-rows.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-spellcheck.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-textarea-wrap.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-th-abbr.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-th-headers.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-th-scope.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-time-datetime.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-track-default.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-track-kind.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-track-label.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-track-src.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-track-srcset.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-autoplay.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-controls.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-controlslist.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-crossorigin.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-disablepictureinpicture.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-disableremoteplayback.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-height-and-width.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-loop.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-muted.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-playsinline.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-poster.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-preload.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\att-video-src.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\html3_2\att-1-border-global.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\html4_0\att-iframe-frameborder.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-DOCTYPE.html", "HTML", 79, 4, 0, 83
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a-EXAMPLE02.html", "HTML", 14, 0, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a-EXAMPLE03.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a-EXAMPLE04.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a-EXAMPLE05.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a-EXAMPLE06.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a-EXAMPLE07.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-a.html", "HTML", 247, 4, 0, 251
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-abbr-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-abbr.html", "HTML", 89, 4, 0, 93
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-address-EXAMPLE.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-address.html", "HTML", 93, 4, 0, 97
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-area-EXAMPLE.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-area.html", "HTML", 169, 4, 0, 173
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-article-EXAMPLE.html", "HTML", 13, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-article-EXAMPLE02.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-article-EXAMPLE03.html", "HTML", 24, 0, 0, 24
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-article.html", "HTML", 132, 4, 1, 137
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-aside-EXAMPLE.html", "HTML", 19, 0, 0, 19
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-aside.html", "HTML", 90, 4, 0, 94
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-audio-EXAMPLE.html", "HTML", 13, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-audio-EXAMPLE02.html", "HTML", 13, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-audio-EXAMPLE03.html", "HTML", 16, 0, 0, 16
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-audio.html", "HTML", 181, 4, 0, 185
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-b-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-b.html", "HTML", 82, 4, 0, 86
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-base-EXAMPLE.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-base.html", "HTML", 98, 4, 0, 102
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-bdi-EXAMPLE.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-bdi-EXAMPLE02.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-bdi.html", "HTML", 94, 4, 0, 98
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-bdo-EXAMPLE.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-bdo.html", "HTML", 84, 4, 0, 88
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-blockquote-EXAMPLE.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-blockquote-EXAMPLE02.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-blockquote.html", "HTML", 113, 4, 0, 117
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-body-EXAMPLE.html", "HTML", 8, 0, 0, 8
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-body.html", "HTML", 97, 4, 0, 101
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-br-EXAMPLE.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-br-EXAMPLE02.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-br.html", "HTML", 90, 4, 0, 94
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-button-EXAMPLE.html", "HTML", 13, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-button-EXAMPLE02.html", "HTML", 16, 0, 0, 16
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-button-EXAMPLE03.html", "HTML", 16, 0, 0, 16
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-button-EXAMPLE04.html", "HTML", 13, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-button.html", "HTML", 205, 4, 0, 209
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-canvas.html", "HTML", 84, 4, 0, 88
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-caption-EXAMPLE.html", "HTML", 21, 0, 0, 21
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-caption.html", "HTML", 100, 4, 0, 104
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-cite-EXAMPLE.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-cite-EXAMPLE02.html", "HTML", 12, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-cite.html", "HTML", 98, 4, 0, 102
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-code-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-code-EXAMPLE02.html", "HTML", 20, 0, 0, 20
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-code.html", "HTML", 105, 4, 0, 109
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-col-EXAMPLE.html", "HTML", 26, 0, 0, 26
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-col.html", "HTML", 104, 4, 0, 108
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-colgroup-EXAMPLE.html", "HTML", 24, 0, 0, 24
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-colgroup.html", "HTML", 105, 4, 0, 109
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-comment-EXAMPLE.html", "HTML", 12, 2, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-comment.html", "HTML", 81, 4, 0, 85
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-data.html", "HTML", 35, 5, 0, 40
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-datalist-EXAMPLE.html", "HTML", 20, 0, 0, 20
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-datalist-EXAMPLE02.html", "HTML", 20, 0, 0, 20
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-datalist-EXAMPLE03.html", "HTML", 20, 0, 0, 20
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-datalist-EXAMPLE04.html", "HTML", 20, 0, 0, 20
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-datalist.html", "HTML", 177, 4, 0, 181
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dd-EXAMPLE.html", "HTML", 18, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dd.html", "HTML", 104, 4, 0, 108
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-del-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-del.html", "HTML", 102, 4, 0, 106
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-details-EXAMPLE.html", "HTML", 18, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-details.html", "HTML", 92, 4, 0, 96
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dfn-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dfn.html", "HTML", 80, 4, 0, 84
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dialog.html", "HTML", 24, 3, 0, 27
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-div-EXAMPLE.html", "HTML", 14, 0, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-div.html", "HTML", 86, 4, 0, 90
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dl-EXAMPLE.html", "HTML", 18, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dl.html", "HTML", 96, 4, 0, 100
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dt-EXAMPLE.html", "HTML", 18, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-dt.html", "HTML", 103, 4, 0, 107
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-em-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-em.html", "HTML", 84, 4, 0, 88
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-embed-EXAMPLE.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-embed-EXAMPLE02.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-embed-EXAMPLE03.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-embed-EXAMPLE04.html", "HTML", 11, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-embed.html", "HTML", 149, 4, 1, 154
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-fieldset-EXAMPLE.html", "HTML", 18, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-fieldset-EXAMPLE02.html", "HTML", 19, 0, 0, 19
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-fieldset.html", "HTML", 145, 4, 0, 149
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-figcaption-EXAMPLE.html", "HTML", 17, 0, 0, 17
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-figcaption.html", "HTML", 91, 4, 0, 95
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-figure-EXAMPLE.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-figure-EXAMPLE02.html", "HTML", 17, 0, 0, 17
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-figure.html", "HTML", 112, 4, 0, 116
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-footer-EXAMPLE.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-footer.html", "HTML", 87, 4, 0, 91
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-form-EXAMPLE.html", "HTML", 15, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-form.html", "HTML", 146, 4, 0, 150
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-head.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-header.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-headings.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-hgroup.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-hr.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-html.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-i.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-iframe.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-img.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-input.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-ins.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-kbd.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-label.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-legend.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-li.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-link.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-main.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-map.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-mark.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-menu.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-meta.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-nav.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-noscript.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-object.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-ol.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-optgroup.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-output.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-p.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-picture.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-portal.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-pre.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-progress.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-q.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-rp.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-rt.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-s.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-script.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-section.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-select.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-slot.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-small.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-source.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-span.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-strong.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-style.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-sub.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-sup.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-table.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-tbody.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-td.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-template.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-textarea.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-tfoot.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-th.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-thead.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-title.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-tr.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-track.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-u.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-ul.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-var.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-video.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\tag-wbr.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-a-target-blank.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-a-target-self.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-checkbox.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-color.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-email.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-file.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-number.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-password.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-radio.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-range.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-reset.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-search.html", "HTML", 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\html\list\val-input-type-submit.html", "HTML", 0, 0, 1, 1
